"date","country","distress"
1982-07-01,"Turkey",0
1982-07-01,"United Kingdom",0
1982-07-01,"United States",0
1983-01-01,"Australia",0
1983-01-01,"Austria",0
1983-01-01,"Belgium",0
1983-01-01,"Canada",0
1983-01-01,"Czech Republic",
1983-01-01,"Denmark",0
1983-01-01,"Finland",0
1983-01-01,"France",0
1983-01-01,"Germany",0
1983-01-01,"Greece",0
1983-01-01,"Hungary",
1983-01-01,"Iceland",0
1983-01-01,"Ireland",0
1983-01-01,"Italy",0
1983-01-01,"Japan",0
1983-01-01,"Korea",
1983-01-01,"Luxembourg",0
1983-01-01,"Mexico",
1983-01-01,"Netherlands",0
1983-01-01,"New Zealand",0
1983-01-01,"Norway",0
1983-01-01,"Poland",
1983-01-01,"Portugal",0
1983-01-01,"Slovak Republic",
1983-01-01,"Spain",0
1983-01-01,"Sweden",0
1983-01-01,"Switzerland",0
1983-01-01,"Turkey",0
1983-01-01,"United Kingdom",0
1983-01-01,"United States",0
1983-07-01,"Australia",0
1983-07-01,"Austria",0
1983-07-01,"Belgium",0
1983-07-01,"Canada",0
1983-07-01,"Czech Republic",
1983-07-01,"Denmark",0
1983-07-01,"Finland",0
1983-07-01,"France",0
1983-07-01,"Germany",0
1983-07-01,"Greece",0
1983-07-01,"Hungary",
1983-07-01,"Iceland",0
1983-07-01,"Ireland",0
1983-07-01,"Italy",0
1983-07-01,"Japan",0
1983-07-01,"Korea",
1983-07-01,"Luxembourg",0
1983-07-01,"Mexico",
1983-07-01,"Netherlands",0
1983-07-01,"New Zealand",0
1983-07-01,"Norway",0
1983-07-01,"Poland",
1983-07-01,"Portugal",0
1983-07-01,"Slovak Republic",
1983-07-01,"Spain",0
1983-07-01,"Sweden",0
1983-07-01,"Switzerland",0
1983-07-01,"Turkey",0
1983-07-01,"United Kingdom",0
1983-07-01,"United States",0
1984-01-01,"Australia",0
1984-01-01,"Austria",0
1984-01-01,"Belgium",0
1984-01-01,"Canada",0
1984-01-01,"Czech Republic",
1984-01-01,"Denmark",0
1984-01-01,"Finland",0
1984-01-01,"France",0
1984-01-01,"Germany",0
1984-01-01,"Greece",0
1984-01-01,"Hungary",
1984-01-01,"Iceland",0
1984-01-01,"Ireland",0
1984-01-01,"Italy",0
1984-01-01,"Japan",0
1984-01-01,"Korea",
1984-01-01,"Luxembourg",0
1984-01-01,"Mexico",
1984-01-01,"Netherlands",0
1984-01-01,"New Zealand",0
1984-01-01,"Norway",0
1984-01-01,"Poland",
1984-01-01,"Portugal",0
1984-01-01,"Slovak Republic",
1984-01-01,"Spain",0
1984-01-01,"Sweden",0
1984-01-01,"Switzerland",0
1984-01-01,"Turkey",0
1984-01-01,"United Kingdom",0
1984-01-01,"United States",0
1984-07-01,"Australia",0
1984-07-01,"Austria",0
1984-07-01,"Belgium",0
1984-07-01,"Canada",0
1984-07-01,"Czech Republic",
1984-07-01,"Denmark",0
1984-07-01,"Finland",0
1984-07-01,"France",0
1984-07-01,"Germany",0
1984-07-01,"Greece",0
1984-07-01,"Hungary",
1984-07-01,"Iceland",0
1984-07-01,"Ireland",0
1984-07-01,"Italy",0
1984-07-01,"Japan",0
1984-07-01,"Korea",
1984-07-01,"Luxembourg",0
1984-07-01,"Mexico",
1984-07-01,"Netherlands",0
1984-07-01,"New Zealand",0
1984-07-01,"Norway",0
1984-07-01,"Poland",
1984-07-01,"Portugal",0
1984-07-01,"Slovak Republic",
1984-07-01,"Spain",0
1984-07-01,"Sweden",0
1984-07-01,"Switzerland",0
1984-07-01,"Turkey",0
1984-07-01,"United Kingdom",0
1984-07-01,"United States",0
1985-01-01,"Australia",0
1985-01-01,"Austria",0
1985-01-01,"Belgium",0
1985-01-01,"Canada",0
1985-01-01,"Czech Republic",
1985-01-01,"Denmark",0
1985-01-01,"Finland",0
1985-01-01,"France",0
1985-01-01,"Germany",0
1985-01-01,"Greece",0
1985-01-01,"Hungary",
1985-01-01,"Iceland",0
1985-01-01,"Ireland",0
1985-01-01,"Italy",0
1985-01-01,"Japan",0
1985-01-01,"Korea",
1985-01-01,"Luxembourg",0
1985-01-01,"Mexico",
1985-01-01,"Netherlands",0
1985-01-01,"New Zealand",0
1985-01-01,"Norway",0
1985-01-01,"Poland",
1985-01-01,"Portugal",0
1985-01-01,"Slovak Republic",
1985-01-01,"Spain",0
1985-01-01,"Sweden",0
1985-01-01,"Switzerland",0
1985-01-01,"Turkey",0
1985-01-01,"United Kingdom",0
1985-01-01,"United States",0
1985-07-01,"Australia",0
1985-07-01,"Austria",0
1985-07-01,"Belgium",0
1985-07-01,"Canada",0
1985-07-01,"Czech Republic",
1985-07-01,"Denmark",0
1985-07-01,"Finland",0
1985-07-01,"France",0
1985-07-01,"Germany",0
1985-07-01,"Greece",0
1985-07-01,"Hungary",
1985-07-01,"Iceland",0
1985-07-01,"Ireland",0
1985-07-01,"Italy",0
1985-07-01,"Japan",0
1985-07-01,"Korea",
1985-07-01,"Luxembourg",0
1985-07-01,"Mexico",
1985-07-01,"Netherlands",0
1985-07-01,"New Zealand",0
1985-07-01,"Norway",0
1985-07-01,"Poland",
1985-07-01,"Portugal",0
1985-07-01,"Slovak Republic",
1985-07-01,"Spain",0
1985-07-01,"Sweden",0
1985-07-01,"Switzerland",0
1985-07-01,"Turkey",0
1985-07-01,"United Kingdom",0
1985-07-01,"United States",0
1986-01-01,"Australia",0
1986-01-01,"Austria",0
1986-01-01,"Belgium",0
1986-01-01,"Canada",0
1986-01-01,"Czech Republic",
1986-01-01,"Denmark",0
1986-01-01,"Finland",0
1986-01-01,"France",0
1986-01-01,"Germany",0
1986-01-01,"Greece",0
1986-01-01,"Hungary",
1986-01-01,"Iceland",0
1986-01-01,"Ireland",0
1986-01-01,"Italy",0
1986-01-01,"Japan",0
1986-01-01,"Korea",
1986-01-01,"Luxembourg",0
1986-01-01,"Mexico",
1986-01-01,"Netherlands",0
1986-01-01,"New Zealand",0
1986-01-01,"Norway",0
1986-01-01,"Poland",
1986-01-01,"Portugal",0
1986-01-01,"Slovak Republic",
1986-01-01,"Spain",0
1986-01-01,"Sweden",0
1986-01-01,"Switzerland",0
1986-01-01,"Turkey",0
1986-01-01,"United Kingdom",0
1986-01-01,"United States",1
1986-07-01,"Australia",0
1986-07-01,"Austria",0
1986-07-01,"Belgium",0
1986-07-01,"Canada",0
1986-07-01,"Czech Republic",
1986-07-01,"Denmark",0
1986-07-01,"Finland",0
1986-07-01,"France",0
1986-07-01,"Germany",0
1986-07-01,"Greece",0
1986-07-01,"Hungary",
1986-07-01,"Iceland",0
1986-07-01,"Ireland",0
1986-07-01,"Italy",0
1986-07-01,"Japan",0
1986-07-01,"Korea",
1986-07-01,"Luxembourg",0
1986-07-01,"Mexico",
1986-07-01,"Netherlands",0
1986-07-01,"New Zealand",0
1986-07-01,"Norway",0
1986-07-01,"Poland",
1986-07-01,"Portugal",0
1986-07-01,"Slovak Republic",
1986-07-01,"Spain",0
1986-07-01,"Sweden",0
1986-07-01,"Switzerland",0
1986-07-01,"Turkey",0
1986-07-01,"United Kingdom",0
1986-07-01,"United States",0
1987-01-01,"Australia",0
1987-01-01,"Austria",0
1987-01-01,"Belgium",0
1987-01-01,"Canada",0
1987-01-01,"Czech Republic",
1987-01-01,"Denmark",0
1987-01-01,"Finland",0
1987-01-01,"France",0
1987-01-01,"Germany",0
1987-01-01,"Greece",0
1987-01-01,"Hungary",
1987-01-01,"Iceland",0
1987-01-01,"Ireland",0
1987-01-01,"Italy",0
1987-01-01,"Japan",0
1987-01-01,"Korea",
1987-01-01,"Luxembourg",0
1987-01-01,"Mexico",
1987-01-01,"Netherlands",0
1987-01-01,"New Zealand",0
1987-01-01,"Norway",0
1987-01-01,"Poland",
1987-01-01,"Portugal",0
1987-01-01,"Slovak Republic",
1987-01-01,"Spain",0
1987-01-01,"Sweden",0
1987-01-01,"Switzerland",0
1987-01-01,"Turkey",0
1987-01-01,"United Kingdom",0
1987-01-01,"United States",0
1987-07-01,"Australia",0
1987-07-01,"Austria",0
1987-07-01,"Belgium",0
1987-07-01,"Canada",0
1987-07-01,"Czech Republic",
1987-07-01,"Denmark",0
1987-07-01,"Finland",0
1987-07-01,"France",0
1987-07-01,"Germany",0
1987-07-01,"Greece",0
1987-07-01,"Hungary",
1987-07-01,"Iceland",0
1987-07-01,"Ireland",0
1987-07-01,"Italy",0
1987-07-01,"Japan",0
1987-07-01,"Korea",
1987-07-01,"Luxembourg",0
1987-07-01,"Mexico",
1987-07-01,"Netherlands",0
1987-07-01,"New Zealand",0
1987-07-01,"Norway",0
1987-07-01,"Poland",
1987-07-01,"Portugal",0
1987-07-01,"Slovak Republic",
1987-07-01,"Spain",0
1987-07-01,"Sweden",0
1987-07-01,"Switzerland",0
1987-07-01,"Turkey",0
1987-07-01,"United Kingdom",0
1987-07-01,"United States",0
1988-01-01,"Australia",0
1988-01-01,"Austria",0
1988-01-01,"Belgium",0
1988-01-01,"Canada",0
1988-01-01,"Czech Republic",
1988-01-01,"Denmark",0
1988-01-01,"Finland",0
1988-01-01,"France",0
1988-01-01,"Germany",0
1988-01-01,"Greece",0
1988-01-01,"Hungary",
1988-01-01,"Iceland",0
1988-01-01,"Ireland",0
1988-01-01,"Italy",0
1988-01-01,"Japan",0
1988-01-01,"Korea",
1988-01-01,"Luxembourg",0
1988-01-01,"Mexico",
1988-01-01,"Netherlands",0
1988-01-01,"New Zealand",0
1988-01-01,"Norway",0
1988-01-01,"Poland",
1988-01-01,"Portugal",0
1988-01-01,"Slovak Republic",
1988-01-01,"Spain",0
1988-01-01,"Sweden",0
1988-01-01,"Switzerland",0
1988-01-01,"Turkey",0
1988-01-01,"United Kingdom",0
1988-01-01,"United States",0
1988-07-01,"Australia",0
1988-07-01,"Austria",0
1988-07-01,"Belgium",0
1988-07-01,"Canada",0
1988-07-01,"Czech Republic",
1988-07-01,"Denmark",0
1988-07-01,"Finland",0
1988-07-01,"France",0
1988-07-01,"Germany",0
1988-07-01,"Greece",0
1988-07-01,"Hungary",
1988-07-01,"Iceland",0
1988-07-01,"Ireland",0
1988-07-01,"Italy",0
1988-07-01,"Japan",0
1988-07-01,"Korea",
1988-07-01,"Luxembourg",0
1988-07-01,"Mexico",
1988-07-01,"Netherlands",0
1988-07-01,"New Zealand",0
1988-07-01,"Norway",0
1988-07-01,"Poland",
1988-07-01,"Portugal",0
1988-07-01,"Slovak Republic",
1988-07-01,"Spain",0
1988-07-01,"Sweden",0
1988-07-01,"Switzerland",0
1988-07-01,"Turkey",0
1988-07-01,"United Kingdom",0
1988-07-01,"United States",0
1989-01-01,"Australia",0
1989-01-01,"Austria",0
1989-01-01,"Belgium",0
1989-01-01,"Canada",0
1989-01-01,"Czech Republic",
1989-01-01,"Denmark",0
1989-01-01,"Finland",0
1989-01-01,"France",0
1989-01-01,"Germany",0
1989-01-01,"Greece",0
1989-01-01,"Hungary",
1989-01-01,"Iceland",0
1989-01-01,"Ireland",0
1989-01-01,"Italy",0
1989-01-01,"Japan",0
1989-01-01,"Korea",
1989-01-01,"Luxembourg",0
1989-01-01,"Mexico",
1989-01-01,"Netherlands",0
1989-01-01,"New Zealand",0
1989-01-01,"Norway",0
1989-01-01,"Poland",
1989-01-01,"Portugal",0
1989-01-01,"Slovak Republic",
1989-01-01,"Spain",0
1989-01-01,"Sweden",0
1989-01-01,"Switzerland",0
1989-01-01,"Turkey",0
1989-01-01,"United Kingdom",0
1989-01-01,"United States",0
1989-07-01,"Australia",0
1989-07-01,"Austria",0
1989-07-01,"Belgium",0
1989-07-01,"Canada",0
1989-07-01,"Czech Republic",
1989-07-01,"Denmark",0
1989-07-01,"Finland",0
1989-07-01,"France",0
1989-07-01,"Germany",0
1989-07-01,"Greece",0
1989-07-01,"Hungary",
1989-07-01,"Iceland",0
1989-07-01,"Ireland",0
1989-07-01,"Italy",0
1989-07-01,"Japan",0
1989-07-01,"Korea",
1989-07-01,"Luxembourg",0
1989-07-01,"Mexico",
1989-07-01,"Netherlands",0
1989-07-01,"New Zealand",0
1989-07-01,"Norway",0
1989-07-01,"Poland",
1989-07-01,"Portugal",0
1989-07-01,"Slovak Republic",
1989-07-01,"Spain",0
1989-07-01,"Sweden",0
1989-07-01,"Switzerland",0
1989-07-01,"Turkey",0
1989-07-01,"United Kingdom",0
1989-07-01,"United States",0
1990-01-01,"Australia",0
1990-01-01,"Austria",0
1990-01-01,"Belgium",0
1990-01-01,"Canada",0
1990-01-01,"Czech Republic",
1990-01-01,"Denmark",0
1990-01-01,"Finland",0
1990-01-01,"France",0
1990-01-01,"Germany",0
1990-01-01,"Greece",0
1990-01-01,"Hungary",
1990-01-01,"Iceland",0
1990-01-01,"Ireland",0
1990-01-01,"Italy",0
1990-01-01,"Japan",0
1990-01-01,"Korea",
1990-01-01,"Luxembourg",0
1990-01-01,"Mexico",
1990-01-01,"Netherlands",0
1990-01-01,"New Zealand",0
1990-01-01,"Norway",0
1990-01-01,"Poland",
1990-01-01,"Portugal",0
1990-01-01,"Slovak Republic",
1990-01-01,"Spain",0
1990-01-01,"Sweden",0
1990-01-01,"Switzerland",0
1990-01-01,"Turkey",0
1990-01-01,"United Kingdom",0
1990-01-01,"United States",5
1990-07-01,"Australia",0
1990-07-01,"Austria",0
1990-07-01,"Belgium",0
1990-07-01,"Canada",0
1990-07-01,"Czech Republic",
1990-07-01,"Denmark",0
1990-07-01,"Finland",0
1990-07-01,"France",0
1990-07-01,"Germany",0
1990-07-01,"Greece",0
1990-07-01,"Hungary",
1990-07-01,"Iceland",0
1990-07-01,"Ireland",0
1990-07-01,"Italy",0
1990-07-01,"Japan",3
1990-07-01,"Korea",
1990-07-01,"Luxembourg",0
1990-07-01,"Mexico",
1990-07-01,"Netherlands",0
1990-07-01,"New Zealand",0
1990-07-01,"Norway",0
1990-07-01,"Poland",
1990-07-01,"Portugal",0
1990-07-01,"Slovak Republic",
1990-07-01,"Spain",0
1990-07-01,"Sweden",0
1990-07-01,"Switzerland",0
1990-07-01,"Turkey",0
1990-07-01,"United Kingdom",0
1990-07-01,"United States",7
1991-01-01,"Australia",0
1991-01-01,"Austria",0
1991-01-01,"Belgium",0
1991-01-01,"Canada",0
1991-01-01,"Czech Republic",
1991-01-01,"Denmark",0
1991-01-01,"Finland",0
1991-01-01,"France",0
1991-01-01,"Germany",0
1991-01-01,"Greece",0
1991-01-01,"Hungary",
1991-01-01,"Iceland",0
1991-01-01,"Ireland",0
1991-01-01,"Italy",0
1991-01-01,"Japan",1
1991-01-01,"Korea",
1991-01-01,"Luxembourg",0
1991-01-01,"Mexico",
1991-01-01,"Netherlands",0
1991-01-01,"New Zealand",0
1991-01-01,"Norway",0
1991-01-01,"Poland",
1991-01-01,"Portugal",0
1991-01-01,"Slovak Republic",
1991-01-01,"Spain",0
1991-01-01,"Sweden",0
1991-01-01,"Switzerland",0
1991-01-01,"Turkey",0
1991-01-01,"United Kingdom",0
1991-01-01,"United States",4
1991-07-01,"Australia",0
1991-07-01,"Austria",0
1991-07-01,"Belgium",0
1991-07-01,"Canada",0
1991-07-01,"Czech Republic",
1991-07-01,"Denmark",0
1991-07-01,"Finland",0
1991-07-01,"France",1
1991-07-01,"Germany",0
1991-07-01,"Greece",0
1991-07-01,"Hungary",
1991-07-01,"Iceland",0
1991-07-01,"Ireland",0
1991-07-01,"Italy",0
1991-07-01,"Japan",5
1991-07-01,"Korea",
1991-07-01,"Luxembourg",0
1991-07-01,"Mexico",
1991-07-01,"Netherlands",0
1991-07-01,"New Zealand",0
1991-07-01,"Norway",9
1991-07-01,"Poland",
1991-07-01,"Portugal",0
1991-07-01,"Slovak Republic",
1991-07-01,"Spain",0
1991-07-01,"Sweden",0
1991-07-01,"Switzerland",0
1991-07-01,"Turkey",0
1991-07-01,"United Kingdom",0
1991-07-01,"United States",3
1992-01-01,"Australia",0
1992-01-01,"Austria",0
1992-01-01,"Belgium",0
1992-01-01,"Canada",0
1992-01-01,"Czech Republic",
1992-01-01,"Denmark",0
1992-01-01,"Finland",2
1992-01-01,"France",0
1992-01-01,"Germany",0
1992-01-01,"Greece",0
1992-01-01,"Hungary",
1992-01-01,"Iceland",0
1992-01-01,"Ireland",0
1992-01-01,"Italy",0
1992-01-01,"Japan",3
1992-01-01,"Korea",
1992-01-01,"Luxembourg",0
1992-01-01,"Mexico",
1992-01-01,"Netherlands",0
1992-01-01,"New Zealand",0
1992-01-01,"Norway",5
1992-01-01,"Poland",
1992-01-01,"Portugal",0
1992-01-01,"Slovak Republic",
1992-01-01,"Spain",0
1992-01-01,"Sweden",0
1992-01-01,"Switzerland",0
1992-01-01,"Turkey",0
1992-01-01,"United Kingdom",0
1992-01-01,"United States",2
1992-07-01,"Australia",0
1992-07-01,"Austria",0
1992-07-01,"Belgium",0
1992-07-01,"Canada",0
1992-07-01,"Czech Republic",
1992-07-01,"Denmark",0
1992-07-01,"Finland",6
1992-07-01,"France",0
1992-07-01,"Germany",0
1992-07-01,"Greece",0
1992-07-01,"Hungary",
1992-07-01,"Iceland",0
1992-07-01,"Ireland",0
1992-07-01,"Italy",0
1992-07-01,"Japan",4
1992-07-01,"Korea",
1992-07-01,"Luxembourg",0
1992-07-01,"Mexico",
1992-07-01,"Netherlands",0
1992-07-01,"New Zealand",0
1992-07-01,"Norway",8
1992-07-01,"Poland",
1992-07-01,"Portugal",0
1992-07-01,"Slovak Republic",
1992-07-01,"Spain",0
1992-07-01,"Sweden",5
1992-07-01,"Switzerland",0
1992-07-01,"Turkey",0
1992-07-01,"United Kingdom",0
1992-07-01,"United States",0
1993-01-01,"Australia",0
1993-01-01,"Austria",0
1993-01-01,"Belgium",0
1993-01-01,"Canada",0
1993-01-01,"Czech Republic",
1993-01-01,"Denmark",0
1993-01-01,"Finland",8
1993-01-01,"France",0
1993-01-01,"Germany",0
1993-01-01,"Greece",0
1993-01-01,"Hungary",
1993-01-01,"Iceland",0
1993-01-01,"Ireland",0
1993-01-01,"Italy",0
1993-01-01,"Japan",4
1993-01-01,"Korea",
1993-01-01,"Luxembourg",0
1993-01-01,"Mexico",
1993-01-01,"Netherlands",0
1993-01-01,"New Zealand",0
1993-01-01,"Norway",6
1993-01-01,"Poland",
1993-01-01,"Portugal",0
1993-01-01,"Slovak Republic",
1993-01-01,"Spain",0
1993-01-01,"Sweden",8
1993-01-01,"Switzerland",0
1993-01-01,"Turkey",0
1993-01-01,"United Kingdom",0
1993-01-01,"United States",0
1993-07-01,"Australia",0
1993-07-01,"Austria",0
1993-07-01,"Belgium",0
1993-07-01,"Canada",0
1993-07-01,"Czech Republic",
1993-07-01,"Denmark",0
1993-07-01,"Finland",5
1993-07-01,"France",0
1993-07-01,"Germany",0
1993-07-01,"Greece",0
1993-07-01,"Hungary",
1993-07-01,"Iceland",0
1993-07-01,"Ireland",0
1993-07-01,"Italy",0
1993-07-01,"Japan",5
1993-07-01,"Korea",
1993-07-01,"Luxembourg",0
1993-07-01,"Mexico",
1993-07-01,"Netherlands",0
1993-07-01,"New Zealand",0
1993-07-01,"Norway",3
1993-07-01,"Poland",
1993-07-01,"Portugal",0
1993-07-01,"Slovak Republic",
1993-07-01,"Spain",0
1993-07-01,"Sweden",0
1993-07-01,"Switzerland",0
1993-07-01,"Turkey",0
1993-07-01,"United Kingdom",0
1993-07-01,"United States",0
1994-01-01,"Australia",0
1994-01-01,"Austria",0
1994-01-01,"Belgium",0
1994-01-01,"Canada",0
1994-01-01,"Czech Republic",
1994-01-01,"Denmark",0
1994-01-01,"Finland",3
1994-01-01,"France",0
1994-01-01,"Germany",0
1994-01-01,"Greece",0
1994-01-01,"Hungary",
1994-01-01,"Iceland",0
1994-01-01,"Ireland",0
1994-01-01,"Italy",0
1994-01-01,"Japan",3
1994-01-01,"Korea",
1994-01-01,"Luxembourg",0
1994-01-01,"Mexico",0
1994-01-01,"Netherlands",0
1994-01-01,"New Zealand",0
1994-01-01,"Norway",2
1994-01-01,"Poland",
1994-01-01,"Portugal",0
1994-01-01,"Slovak Republic",
1994-01-01,"Spain",0
1994-01-01,"Sweden",0
1994-01-01,"Switzerland",0
1994-01-01,"Turkey",0
1994-01-01,"United Kingdom",0
1994-01-01,"United States",0
1994-07-01,"Australia",0
1994-07-01,"Austria",0
1994-07-01,"Belgium",0
1994-07-01,"Canada",0
1994-07-01,"Czech Republic",
1994-07-01,"Denmark",0
1994-07-01,"Finland",0
1994-07-01,"France",0
1994-07-01,"Germany",0
1994-07-01,"Greece",0
1994-07-01,"Hungary",
1994-07-01,"Iceland",0
1994-07-01,"Ireland",0
1994-07-01,"Italy",0
1994-07-01,"Japan",3
1994-07-01,"Korea",
1994-07-01,"Luxembourg",0
1994-07-01,"Mexico",0
1994-07-01,"Netherlands",0
1994-07-01,"New Zealand",0
1994-07-01,"Norway",0
1994-07-01,"Poland",
1994-07-01,"Portugal",0
1994-07-01,"Slovak Republic",
1994-07-01,"Spain",0
1994-07-01,"Sweden",0
1994-07-01,"Switzerland",0
1994-07-01,"Turkey",0
1994-07-01,"United Kingdom",0
1994-07-01,"United States",0
1995-01-01,"Australia",0
1995-01-01,"Austria",0
1995-01-01,"Belgium",0
1995-01-01,"Canada",0
1995-01-01,"Czech Republic",
1995-01-01,"Denmark",0
1995-01-01,"Finland",0
1995-01-01,"France",2
1995-01-01,"Germany",0
1995-01-01,"Greece",0
1995-01-01,"Hungary",
1995-01-01,"Iceland",0
1995-01-01,"Ireland",0
1995-01-01,"Italy",0
1995-01-01,"Japan",4
1995-01-01,"Korea",
1995-01-01,"Luxembourg",0
1995-01-01,"Mexico",0
1995-01-01,"Netherlands",0
1995-01-01,"New Zealand",0
1995-01-01,"Norway",0
1995-01-01,"Poland",
1995-01-01,"Portugal",0
1995-01-01,"Slovak Republic",
1995-01-01,"Spain",0
1995-01-01,"Sweden",0
1995-01-01,"Switzerland",0
1995-01-01,"Turkey",0
1995-01-01,"United Kingdom",0
1995-01-01,"United States",0
1995-07-01,"Australia",0
1995-07-01,"Austria",0
1995-07-01,"Belgium",0
1995-07-01,"Canada",0
1995-07-01,"Czech Republic",
1995-07-01,"Denmark",0
1995-07-01,"Finland",0
1995-07-01,"France",4
1995-07-01,"Germany",0
1995-07-01,"Greece",0
1995-07-01,"Hungary",
1995-07-01,"Iceland",0
1995-07-01,"Ireland",0
1995-07-01,"Italy",0
1995-07-01,"Japan",5
1995-07-01,"Korea",
1995-07-01,"Luxembourg",0
1995-07-01,"Mexico",6
1995-07-01,"Netherlands",0
1995-07-01,"New Zealand",0
1995-07-01,"Norway",0
1995-07-01,"Poland",
1995-07-01,"Portugal",0
1995-07-01,"Slovak Republic",
1995-07-01,"Spain",0
1995-07-01,"Sweden",0
1995-07-01,"Switzerland",0
1995-07-01,"Turkey",0
1995-07-01,"United Kingdom",0
1995-07-01,"United States",0
1996-01-01,"Australia",0
1996-01-01,"Austria",0
1996-01-01,"Belgium",0
1996-01-01,"Canada",0
1996-01-01,"Czech Republic",
1996-01-01,"Denmark",0
1996-01-01,"Finland",0
1996-01-01,"France",5
1996-01-01,"Germany",0
1996-01-01,"Greece",0
1996-01-01,"Hungary",
1996-01-01,"Iceland",0
1996-01-01,"Ireland",0
1996-01-01,"Italy",0
1996-01-01,"Japan",6
1996-01-01,"Korea",
1996-01-01,"Luxembourg",0
1996-01-01,"Mexico",7
1996-01-01,"Netherlands",0
1996-01-01,"New Zealand",0
1996-01-01,"Norway",0
1996-01-01,"Poland",
1996-01-01,"Portugal",0
1996-01-01,"Slovak Republic",
1996-01-01,"Spain",0
1996-01-01,"Sweden",0
1996-01-01,"Switzerland",0
1996-01-01,"Turkey",0
1996-01-01,"United Kingdom",0
1996-01-01,"United States",0
1996-07-01,"Australia",0
1996-07-01,"Austria",0
1996-07-01,"Belgium",0
1996-07-01,"Canada",0
1996-07-01,"Czech Republic",
1996-07-01,"Denmark",0
1996-07-01,"Finland",0
1996-07-01,"France",5
1996-07-01,"Germany",0
1996-07-01,"Greece",0
1996-07-01,"Hungary",
1996-07-01,"Iceland",0
1996-07-01,"Ireland",0
1996-07-01,"Italy",0
1996-07-01,"Japan",4
1996-07-01,"Korea",0
1996-07-01,"Luxembourg",0
1996-07-01,"Mexico",5
1996-07-01,"Netherlands",0
1996-07-01,"New Zealand",0
1996-07-01,"Norway",0
1996-07-01,"Poland",
1996-07-01,"Portugal",0
1996-07-01,"Slovak Republic",
1996-07-01,"Spain",0
1996-07-01,"Sweden",0
1996-07-01,"Switzerland",0
1996-07-01,"Turkey",0
1996-07-01,"United Kingdom",0
1996-07-01,"United States",0
1997-01-01,"Australia",0
1997-01-01,"Austria",0
1997-01-01,"Belgium",0
1997-01-01,"Canada",0
1997-01-01,"Czech Republic",
1997-01-01,"Denmark",0
1997-01-01,"Finland",0
1997-01-01,"France",3
1997-01-01,"Germany",0
1997-01-01,"Greece",0
1997-01-01,"Hungary",
1997-01-01,"Iceland",0
1997-01-01,"Ireland",0
1997-01-01,"Italy",1
1997-01-01,"Japan",5
1997-01-01,"Korea",3
1997-01-01,"Luxembourg",0
1997-01-01,"Mexico",2
1997-01-01,"Netherlands",0
1997-01-01,"New Zealand",0
1997-01-01,"Norway",0
1997-01-01,"Poland",
1997-01-01,"Portugal",0
1997-01-01,"Slovak Republic",
1997-01-01,"Spain",0
1997-01-01,"Sweden",0
1997-01-01,"Switzerland",0
1997-01-01,"Turkey",0
1997-01-01,"United Kingdom",0
1997-01-01,"United States",0
1997-07-01,"Australia",0
1997-07-01,"Austria",0
1997-07-01,"Belgium",0
1997-07-01,"Canada",0
1997-07-01,"Czech Republic",
1997-07-01,"Denmark",0
1997-07-01,"Finland",0
1997-07-01,"France",0
1997-07-01,"Germany",0
1997-07-01,"Greece",0
1997-07-01,"Hungary",
1997-07-01,"Iceland",0
1997-07-01,"Ireland",0
1997-07-01,"Italy",0
1997-07-01,"Japan",7
1997-07-01,"Korea",8
1997-07-01,"Luxembourg",0
1997-07-01,"Mexico",4
1997-07-01,"Netherlands",0
1997-07-01,"New Zealand",0
1997-07-01,"Norway",0
1997-07-01,"Poland",
1997-07-01,"Portugal",0
1997-07-01,"Slovak Republic",
1997-07-01,"Spain",0
1997-07-01,"Sweden",0
1997-07-01,"Switzerland",0
1997-07-01,"Turkey",0
1997-07-01,"United Kingdom",0
1997-07-01,"United States",0
1998-01-01,"Australia",0
1998-01-01,"Austria",0
1998-01-01,"Belgium",0
1998-01-01,"Canada",0
1998-01-01,"Czech Republic",
1998-01-01,"Denmark",0
1998-01-01,"Finland",0
1998-01-01,"France",0
1998-01-01,"Germany",0
1998-01-01,"Greece",0
1998-01-01,"Hungary",0
1998-01-01,"Iceland",0
1998-01-01,"Ireland",0
1998-01-01,"Italy",0
1998-01-01,"Japan",11
1998-01-01,"Korea",10
1998-01-01,"Luxembourg",0
1998-01-01,"Mexico",2
1998-01-01,"Netherlands",0
1998-01-01,"New Zealand",0
1998-01-01,"Norway",0
1998-01-01,"Poland",0
1998-01-01,"Portugal",0
1998-01-01,"Slovak Republic",
1998-01-01,"Spain",0
1998-01-01,"Sweden",0
1998-01-01,"Switzerland",0
1998-01-01,"Turkey",0
1998-01-01,"United Kingdom",0
1998-01-01,"United States",0
1998-07-01,"Australia",0
1998-07-01,"Austria",0
1998-07-01,"Belgium",0
1998-07-01,"Canada",0
1998-07-01,"Czech Republic",
1998-07-01,"Denmark",0
1998-07-01,"Finland",0
1998-07-01,"France",0
1998-07-01,"Germany",0
1998-07-01,"Greece",0
1998-07-01,"Hungary",0
1998-07-01,"Iceland",0
1998-07-01,"Ireland",0
1998-07-01,"Italy",0
1998-07-01,"Japan",13
1998-07-01,"Korea",9
1998-07-01,"Luxembourg",0
1998-07-01,"Mexico",0
1998-07-01,"Netherlands",0
1998-07-01,"New Zealand",0
1998-07-01,"Norway",0
1998-07-01,"Poland",0
